entry-level domain,questionnaire domain,Field Label,"Choices, Calculations, OR Slider Labels",Section Header,Form Display Name,Form Name,Field Type,Variable / Field Name,Allow,Questionnaire,Form Name with spaces,Text Validation Min,Text Validation Max,,title plus question formula,original question
,Learning I,Learning I (5-15)&#10;&#10;Exceptional knowledge or skills in some area,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,190,autoAdvance,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Exceptional knowledge or skills in some area,Exceptional knowledge or skills in some area
,Learning I,"Learning I (5-15)&#10;&#10;Is good at artistic or practical things (playing an instrument, drawing, painting, construction work)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning I (5-15),Learning_I,1,191,autoAdvance,5-15,Learning I,,,,"Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Is good at artistic or practical things (playing an instrument, drawing, painting, construction work)","Is good at artistic or practical things (playing an instrument, drawing, painting, construction work)"
,Learning I,Learning I (5-15)&#10;&#10;Comment,,,Learning I (5-15),Learning_I,4,192,dontKnow,5-15,Learning I,,,,Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Comment,Comment
,Learning I,"Learning I (5-15)&#10;&#10;Dummy question, please ignore",,,Learning I (5-15),Learning_I,4,1192,dontKnow,5-15,Learning I,,,,"Learning I (5-15)&#10;&#10;Learning I (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Learning II (5-15)&#10;&#10;Learner ID,,"Choose the statement that you think best corresponds to your student's functioning in everyday situations, compared to children of their own age. Have in mind the student's present functioning, i.e. within the last 6 months. To get the most correct picture of your student's functioning, it is important that you complete the whole questionnaire.",Learning II (5-15),Learning_II,4,193,,5-15,Learning II,,,,Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Learner ID,Learner ID
,Learning II,"Learning II (5-15)&#10;&#10;Difficulty planning and organizing activities, (e.g., the order in which things should be done, how much time is needed to manage a specific task) ","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,194,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Difficulty planning and organizing activities, (e.g., the order in which things should be done, how much time is needed to manage a specific task) ","Difficulty planning and organizing activities, (e.g., the order in which things should be done, how much time is needed to manage a specific task) "
,Learning II,"Learning II (5-15)&#10;&#10;Difficulty shifting plan or strategy when this is required (e.g., when the initial approach failed)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,195,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Difficulty shifting plan or strategy when this is required (e.g., when the initial approach failed)","Difficulty shifting plan or strategy when this is required (e.g., when the initial approach failed)"
,Learning II,Learning II (5-15)&#10;&#10;Difficulty comprehending explanations and following instructions given by adults,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,196,autoAdvance,5-15,Learning II,,,,Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Difficulty comprehending explanations and following instructions given by adults,Difficulty comprehending explanations and following instructions given by adults
,Learning II,"Learning II (5-15)&#10;&#10;Difficulty solving abstract tasks (i.e., is dependent on learning material that can be seen or touched)","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,197,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Difficulty solving abstract tasks (i.e., is dependent on learning material that can be seen or touched)","Difficulty solving abstract tasks (i.e., is dependent on learning material that can be seen or touched)"
,Learning II,"Learning II (5-15)&#10;&#10;Difficulty keeping on trying and completing tasks, often leaves them half finished","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,198,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Difficulty keeping on trying and completing tasks, often leaves them half finished","Difficulty keeping on trying and completing tasks, often leaves them half finished"
,Learning II,Learning II (5-15)&#10;&#10;Unmotivated for school work or comparable learning situations,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,199,autoAdvance,5-15,Learning II,,,,Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Unmotivated for school work or comparable learning situations,Unmotivated for school work or comparable learning situations
,Learning II,Learning II (5-15)&#10;&#10;Learning is slow and laborious,"0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,200,autoAdvance,5-15,Learning II,,,,Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Learning is slow and laborious,Learning is slow and laborious
,Learning II,"Learning II (5-15)&#10;&#10;Does things too quickly, hastily, or in a hurry","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,201,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Does things too quickly, hastily, or in a hurry","Does things too quickly, hastily, or in a hurry"
,Learning II,"Learning II (5-15)&#10;&#10;Can/will not take responsibility for own actions, needs a lot of supervision","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,202,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Can/will not take responsibility for own actions, needs a lot of supervision","Can/will not take responsibility for own actions, needs a lot of supervision"
,Learning II,"Learning II (5-15)&#10;&#10;Very much in need of support, wants to know whether he/she is performing well","0=Does not apply, 1=Applies sometimes, 2=Applies",,Learning II (5-15),Learning_II,1,203,autoAdvance,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Very much in need of support, wants to know whether he/she is performing well","Very much in need of support, wants to know whether he/she is performing well"
,Learning II,Learning II (5-15)&#10;&#10;Comment,,,Learning II (5-15),Learning_II,4,204,dontKnow,5-15,Learning II,,,,Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Comment,Comment
,Learning II,"Learning II (5-15)&#10;&#10;Dummy question, please ignore",,,Learning II (5-15),Learning_II,4,1204,dontKnow,5-15,Learning II,,,,"Learning II (5-15)&#10;&#10;Learning II (5-15)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Anxiety (SCAS)&#10;&#10;Learner ID,,Below is a list of items that describe children. For each item please choose the response that best describes your child. Please answer all the items. ,Anxiety (SCAS),SCAS,4,205,,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;Learner ID,Learner ID
,Anxiety,Anxiety (SCAS)&#10;&#10;My child worries about things,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,206,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child worries about things,My child worries about things
,Anxiety,"Anxiety (SCAS)&#10;&#10;When my child has a problem, s(he) complains of having a funny feeling in his / her stomach","0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,207,autoAdvance,SCAS,SCAS,,,,"Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;When my child has a problem, s(he) complains of having a funny feeling in his / her stomach","When my child has a problem, s(he) complains of having a funny feeling in his / her stomach"
,Anxiety,Anxiety (SCAS)&#10;&#10;My child complains of feeling afraid,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,208,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child complains of feeling afraid,My child complains of feeling afraid
,Anxiety,"Anxiety (SCAS)&#10;&#10;When my child has a problem, s(he) complains of his/her heart beating really fast","0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,209,autoAdvance,SCAS,SCAS,,,,"Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;When my child has a problem, s(he) complains of his/her heart beating really fast","When my child has a problem, s(he) complains of his/her heart beating really fast"
,Anxiety,Anxiety (SCAS)&#10;&#10;My child worries that something bad will happen to him/her,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,210,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child worries that something bad will happen to him/her,My child worries that something bad will happen to him/her
,Anxiety,"Anxiety (SCAS)&#10;&#10;When my child has a problem, (s)he feels shaky","0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,211,autoAdvance,SCAS,SCAS,,,,"Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;When my child has a problem, (s)he feels shaky","When my child has a problem, (s)he feels shaky"
,Anxiety,Anxiety (SCAS)&#10;&#10;My child is scared when s(he) has to take a test,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,212,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child is scared when s(he) has to take a test,My child is scared when s(he) has to take a test
,Anxiety,Anxiety (SCAS)&#10;&#10;My child is afraid when (s)he has to use public toilets or bathrooms,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,213,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child is afraid when (s)he has to use public toilets or bathrooms,My child is afraid when (s)he has to use public toilets or bathrooms
,Anxiety,Anxiety (SCAS)&#10;&#10;My child feels afraid that (s)he will make a fool of him/herself in front of people,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,214,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child feels afraid that (s)he will make a fool of him/herself in front of people,My child feels afraid that (s)he will make a fool of him/herself in front of people
,Anxiety,Anxiety (SCAS)&#10;&#10;My child worries that (s)he will do badly at school,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,215,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child worries that (s)he will do badly at school,My child worries that (s)he will do badly at school
,Anxiety,Anxiety (SCAS)&#10;&#10;My child worries what other people think of him/her,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,216,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child worries what other people think of him/her,My child worries what other people think of him/her
,Anxiety,Anxiety (SCAS)&#10;&#10;My child feels afraid when (s)he has to talk in front of the class,"0=Never, 1=Sometimes, 2=Often, 3=Always",,Anxiety (SCAS),SCAS,1,217,autoAdvance,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;My child feels afraid when (s)he has to talk in front of the class,My child feels afraid when (s)he has to talk in front of the class
,Anxiety,Anxiety (SCAS)&#10;&#10;Comment,,,Anxiety (SCAS),SCAS,4,224,dontKnow,SCAS,SCAS,,,,Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;Comment,Comment
,Anxiety,"Anxiety (SCAS)&#10;&#10;Dummy question, please ignore",,,Anxiety (SCAS),SCAS,4,1224,dontKnow,SCAS,SCAS,,,,"Anxiety (SCAS)&#10;&#10;Anxiety (SCAS)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Mood (MFQ-S)&#10;&#10;Learner ID,,"This form is about how the student might have been feeling or acting recently. For each question, please check how s/he hasbeen feeling or acting in the past two weeks. If a sentence was not true about the student, check NOT TRUE. If a sentence was only sometimes true, check SOMETIMES.If a sentence was true about the student most of the time, check TRUE",Mood (MFQ-S),MFQS,4,225,,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;Learner ID,Learner ID
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt miserable or unhappy,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,226,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt miserable or unhappy,S/he felt miserable or unhappy
,Mood,Mood (MFQ-S)&#10;&#10;S/he didn’t enjoy anything at all,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,227,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he didn’t enjoy anything at all,S/he didn’t enjoy anything at all
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt so tired that s/he just sat around and did nothing,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,228,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt so tired that s/he just sat around and did nothing,S/he felt so tired that s/he just sat around and did nothing
,Mood,Mood (MFQ-S)&#10;&#10;S/he was very restless,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,229,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he was very restless,S/he was very restless
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt s/he was no good any more,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,230,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt s/he was no good any more,S/he felt s/he was no good any more
,Mood,Mood (MFQ-S)&#10;&#10;S/he cried a lot,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,231,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he cried a lot,S/he cried a lot
,Mood,Mood (MFQ-S)&#10;&#10;S/he found it hard to think properly or concentrate,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,232,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he found it hard to think properly or concentrate,S/he found it hard to think properly or concentrate
,Mood,Mood (MFQ-S)&#10;&#10;S/he hated him/herself,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,233,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he hated him/herself,S/he hated him/herself
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt s/he was a bad person,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,234,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt s/he was a bad person,S/he felt s/he was a bad person
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt lonely,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,235,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt lonely,S/he felt lonely
,Mood,Mood (MFQ-S)&#10;&#10;S/he thought nobody really loved him/her,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,236,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he thought nobody really loved him/her,S/he thought nobody really loved him/her
,Mood,Mood (MFQ-S)&#10;&#10;S/he thought s/he could never be as good as other kids,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,237,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he thought s/he could never be as good as other kids,S/he thought s/he could never be as good as other kids
,Mood,Mood (MFQ-S)&#10;&#10;S/he felt s/he did everything wrong,"0=Not true,1=Sometimes true,2=True",,Mood (MFQ-S),MFQS,1,238,autoAdvance,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;S/he felt s/he did everything wrong,S/he felt s/he did everything wrong
,Mood,Mood (MFQ-S)&#10;&#10;Comment,,,Mood (MFQ-S),MFQS,4,239,dontKnow,MFQ-S,MFQS,,,,Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;Comment,Comment
,Mood,"Mood (MFQ-S)&#10;&#10;Dummy question, please ignore",,,Mood (MFQ-S),MFQS,4,1239,dontKnow,MFQ-S,MFQS,,,,"Mood (MFQ-S)&#10;&#10;Mood (MFQ-S)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,,Irritability (ARI)&#10;&#10;Learner ID,,"For each item, please mark the box for Not True, Somewhat True or Certainly True. In the last six months and compared to others of the same age, how well does each of the following statements describe the behavior/feelings of the student? Please try to answer all questions. ",Irritability (ARI),ARI,4,240,,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Learner ID,Learner ID
,Irritability,Irritability (ARI)&#10;&#10;Is easily annoyed by others,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,241,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Is easily annoyed by others,Is easily annoyed by others
,Irritability,Irritability (ARI)&#10;&#10;Often loses his/her temper,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,242,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Often loses his/her temper,Often loses his/her temper
,Irritability,Irritability (ARI)&#10;&#10;Stays angry for a long time,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,243,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Stays angry for a long time,Stays angry for a long time
,Irritability,Irritability (ARI)&#10;&#10;Is angry most of the time,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,244,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Is angry most of the time,Is angry most of the time
,Irritability,Irritability (ARI)&#10;&#10;Gets angry frequently,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,245,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Gets angry frequently,Gets angry frequently
,Irritability,Irritability (ARI)&#10;&#10;Loses temper easily,"0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,246,autoAdvance,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Loses temper easily,Loses temper easily
,Irritability,"Irritability (ARI)&#10;&#10;Overall, irritability causes him/her problems","0=Not true, 1=Somewhat true, 2=Certainly true",,Irritability (ARI),ARI,1,247,autoAdvance,ARI,ARI,,,,"Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Overall, irritability causes him/her problems","Overall, irritability causes him/her problems"
,Irritability,Irritability (ARI)&#10;&#10;Comment,,,Irritability (ARI),ARI,4,248,dontKnow,ARI,ARI,,,,Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Comment,Comment
,Irritability,"Irritability (ARI)&#10;&#10;Dummy question, please ignore",,,Irritability (ARI),ARI,4,1248,dontKnow,ARI,ARI,,,,"Irritability (ARI)&#10;&#10;Irritability (ARI)&#10;&#10;Dummy question, please ignore","Dummy question, please ignore"
,Entry-level,Learner ID,,,Entry-level,Entrylevel,4,249,,Entry-level,Entry-level,,,,,Learner ID
,Entry-level,Cooperativeness,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=10",,Entry-level,Entrylevel,3,250,,Entry-level,Entry-level,always cooperative,never cooperative,,,Cooperativeness
,Entry-level,Following rules,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=11",,Entry-level,Entrylevel,3,251,,Entry-level,Entry-level,always follows rules,never follows rules,,,Following rules
,Entry-level,Risk taking,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=12",,Entry-level,Entrylevel,3,252,,Entry-level,Entry-level,never takes risks,highly risky behavior,,,Risk taking
,Entry-level,Activity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=13",,Entry-level,Entrylevel,3,253,,Entry-level,Entry-level,sedentary,always moving,,,Activity
,Entry-level,Impulsivity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=14",,Entry-level,Entrylevel,3,254,,Entry-level,Entry-level,very controlled,very impulsive,,,Impulsivity
,Entry-level,Attention,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=15",,Entry-level,Entrylevel,3,255,,Entry-level,Entry-level,very focused,very distracted,,,Attention
,Entry-level,Planning and organization,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=16",,Entry-level,Entrylevel,3,256,,Entry-level,Entry-level,very organized,very disorganized,,,Planning and organization
,Entry-level,Habits and repetitive behaviours,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=17",,Entry-level,Entrylevel,3,257,,Entry-level,Entry-level,no repetitive behaviors/routines,highly repetitive behaviours/routines,,,Habits and repetitive behaviours
,Entry-level,Irritability,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=18",,Entry-level,Entrylevel,3,258,,Entry-level,Entry-level,never irritated,easily irritated,,,Irritability
,Entry-level,Mood,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=19",,Entry-level,Entrylevel,3,259,,Entry-level,Entry-level,euphoric,sad,,,Mood
,Entry-level,Emotional stability,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=20",,Entry-level,Entrylevel,3,260,,Entry-level,Entry-level,apathy,easily excitable,,,Emotional stability
,Entry-level,Fears/Worries,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=21",,Entry-level,Entrylevel,3,261,,Entry-level,Entry-level,never worries,persistently worries,,,Fears/Worries
,Entry-level,Diet,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=22",,Entry-level,Entrylevel,3,262,,Entry-level,Entry-level,rarely hungry,always hungry,,,Diet
,Entry-level,Sleep,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=23",,Entry-level,Entrylevel,3,263,,Entry-level,Entry-level,never sleepy,always sleepy,,,Sleep
,Entry-level,Social behaviour,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=24",,Entry-level,Entrylevel,3,264,,Entry-level,Entry-level,loner,always socially engaged,,,Social behaviour
,Entry-level,Social skills,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=25",,Entry-level,Entrylevel,3,265,,Entry-level,Entry-level,congenial,socially indifferent,,,Social skills
,Entry-level,Substance Abuse,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=26",,Entry-level,Entrylevel,3,266,,Entry-level,Entry-level,never uses substances,habitual user,,,Substance Abuse
,Entry-level,Empathy,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=27",,Entry-level,Entrylevel,3,267,,Entry-level,Entry-level,highly reactive to feelings/emotions,insensitive to feelings/emotions,,,Empathy
,Entry-level,Stress level,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=28",,Entry-level,Entrylevel,3,268,,Entry-level,Entry-level,never stressed,highly stressed,,,Stress level
,Entry-level,Reading,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=29",,Entry-level,Entrylevel,3,269,,Entry-level,Entry-level,unable to read,skillful at reading,,,Reading
,Entry-level,Writing,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=30",,Entry-level,Entrylevel,3,270,,Entry-level,Entry-level,unable to write,skillful at writing,,,Writing
,Entry-level,Math,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=31",,Entry-level,Entrylevel,3,271,,Entry-level,Entry-level,unable to do math,skillful at math,,,Math
,Entry-level,Language,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=32",,Entry-level,Entrylevel,3,272,,Entry-level,Entry-level,no communicative skills,skillful at language,,,Language
,Entry-level,Speech quantity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=33",,Entry-level,Entrylevel,3,273,,Entry-level,Entry-level,no spoken words,never stops talking,,,Speech quantity
,Entry-level,Speech articulation,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=34",,Entry-level,Entrylevel,3,274,,Entry-level,Entry-level,always understandable,never understandable,,,Speech articulation
,Entry-level,Memory,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=35",,Entry-level,Entrylevel,3,275,,Entry-level,Entry-level,always remembers accurately,always forgetful,,,Memory
,Entry-level,Processing speed,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=36",,Entry-level,Entrylevel,3,276,,Entry-level,Entry-level,very slow,very fast,,,Processing speed
,Entry-level,Understanding concepts,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=37",,Entry-level,Entrylevel,3,277,,Entry-level,Entry-level,poor comprehension/application,excellent grasp/critical thinking,,,Understanding concepts
,Entry-level,Learning new things,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=37",,Entry-level,Entrylevel,3,278,,Entry-level,Entry-level,very difficult/challenging,highly capable/interested/curious,,,Learning new things
,Entry-level,Learning,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=38",,Entry-level,Entrylevel,3,279,,Entry-level,Entry-level,unable to learn,skillful at learning,,,Learning
,Entry-level,Academic performance/aptitude,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=39",,Entry-level,Entrylevel,3,280,,Entry-level,Entry-level,low,high,,,Academic performance/aptitude
,Entry-level,Temperament,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=40",,Entry-level,Entrylevel,3,281,,Entry-level,Entry-level,easy,difficult,,,Temperament
,Entry-level,Confidence,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=41",,Entry-level,Entrylevel,3,282,,Entry-level,Entry-level,very self-confident,no self-confidence,,,Confidence
,Entry-level,Creativity,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=42",,Entry-level,Entrylevel,3,283,,Entry-level,Entry-level,unimaginative,highly creative,,,Creativity
,Entry-level,Responsibility,"0=0,1=1,2=2,3=3,4=4,5=5,6=6,7=7,8=8,=9=9,10=43",,Entry-level,Entrylevel,3,284,,Entry-level,Entry-level,very responsible,very irresponsible,,,Responsibility
