Domain,Field Label,"Choices, Calculations, OR Slider Labels",Form Display Name,Item Header,Form Name,Field Type,Variable / Field Name,Section header
Meta,"Is good at artistic or practical things (playing an instrument, drawing, painting, construction work)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,493,
Meta,"Difficulty planning and organizing activities, (e.g., the order in which things should be done, how much time is needed to manage a specific task) ","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,494,
Meta,"Difficulty shifting plan or strategy when this is required (e.g., when the initial approach failed)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,495,
Meta,Difficulty comprehending explanations and following instructions given by adults,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,496,
Meta,"Difficulty solving abstract tasks (i.e., is dependent on learning material that can be seen or touched)","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,497,
Meta,"Difficulty keeping on trying and completing tasks, often leaves them half finished","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,498,
Meta,Unmotivated for school work or comparable learning situations,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,499,
Meta,Learning is slow and laborious,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,500,
Meta,"Does things too quickly, hastily, or in a hurry","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,501,
Meta,"Can/will not take responsibility for own actions, needs a lot of supervision","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,502,
Meta,"Very much in need of support, wants to know whether he/she is performing well","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,503,
Meta,"Does not understand other people’s social cues, e.g., facial expressions, gestures, tone of voice, or body language","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,504,
Meta,Difficulty understanding the feelings of other people,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,505,
Meta,Difficulty responding to the needs of other people,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,506,
Meta,"Difficulty verbally explaining emotions when feeling lonely, being bored etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,507,
Meta,Speaks with a monotonous or strange voice,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,508,
Meta,Difficulty expressing emotions and reactions with facial gestures or body language,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,509,
Meta,Seems ”old fashioned” in styleand behavior?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,510,
Meta,Difficulty behaving as expected by peers,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,511,
Meta,"Difficulty realizing how to behave in different social situations, such as when visiting relatives together with parents, when visiting friends, seeing a doctor, going to the cinema, etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,512,
Meta,"Is perceived by peers as different, odd, or eccentric","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,513,
Meta,Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,514,
Meta,Unintentionally makes a fool of himself so that parents feel embarrassed or peers start laughing,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,515,
Meta,Has a weak sense of humour,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,516,
Meta,Blurts out socially inappropriate comments,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,517,
Meta,Difficulty comprehending rules or prohibitions,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,518,
Meta,Often quarrels with peers,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,519,
Meta,"Difficulty understanding and respecting other people’s rights, for example, that younger children need more help than older ones, and that parents should be left alone when they demand it, etc.","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,520,
Meta,"Difficulty in group or team activities or games, invents new rules for own benefit","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,521,
Meta,Difficulty making friends,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,522,
Meta,Does not often interact with peers,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,523,
Meta,Difficulty to participate in group activities,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,524,
Meta,Not accepted by other children to participate in their games,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,525,
Meta,Does not care for physical contact such as hugs,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,526,
Meta,Has one or a few interests that take up considerable time and that impinge on relations with family and friends,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,527,
Meta,Repeats or gets stuck in seemingly meaningless behavioror activities,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,528,
Meta,Gets very upset by tiny changes in daily routines,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,529,
Meta,Eye contact in face to face situations is abnormal or missing,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,530,
Meta,Do problems with social skills interfere with your student`s daily function?,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,531,
Meta,Poor self-confidence,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,532,
Meta,"Seems to be unhappy, sad, depressed","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,533,
Meta,Often complains about feelings of loneliness,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,534,
Meta,Has tried to inflict bodily damage to him-/herself or talks about that,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,535,
Meta,Has a poor appetite,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,536,
Meta,Often expresses a feeling of being worthless or inferior to other children,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,537,
Meta,"Often complains about bellyaches, headaches, breathing difficulties or other bodily symptoms","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,538,
Meta,Appears tense and anxious or complains about being nervous,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,539,
Meta,"Becomes very anxious or unhappy when leaving home e.g., when setting to school","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,540,
Meta,Moresleeping problemsthan most children of similar age,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,541,
Meta,Often has nightmares,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,542,
Meta,Walks in sleep or has nocturnal attacks when he/she cannot be ”reached” or comforted,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,543,
Meta,Often loses temper,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,544,
Meta,Often argues with adults,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,545,
Meta,Often refuses to follow the instructions of adults,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,546,
Meta,Often teases others by deliberately doing things that are perceived as provocative,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,547,
Meta,Often blames others for own mistakes or bad actions,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,548,
Meta,"Is easily offended, or disturbed by others","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,549,
Meta,Often gets into fights,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,550,
Meta,Is cruel to animals,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,551,
Meta,Lies and cheats,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,552,
Meta,Steals things at home,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,553,
Meta,Often destroys the belongings of other family members or other children,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,554,
Meta,Are you aware if the student has recurrent episodes of a few days with extremely high activity level and flight of ideas,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,555,
Meta,Are you aware if the student has recurrent periods of obvious irritability,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,556,
Meta,Compulsively repeats some activities or has habits that are very difficult to change,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,557,
Meta,Has obsessive/fixed ideas,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,558,
Meta,"Has involuntary movements, tics, twitches or facial grimaces","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,559,
Meta,"Repeats meaningless movements, such as head shaking, body jerking and finger drumming","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,560,
Meta,"Emits unmotivated sounds such as throat clearing, sneezing, swallowing, barking, shouting etc","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,561,
Meta,"Difficulty keeping quiet, e.g., whistles, hums, mumbles","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,562,
Meta,Repeats words or parts of words in a meaningless way,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,563,
Meta,Uses dirty words or language in an exaggerated way,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,564,
Meta,"Do emotional problems, obsessive actions or thoughts interfere with your student`s daily function?","0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,565,
Meta,Describe the strengths of your child:,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,566,
Meta,Describe the problems with your student that you are most worried about:,"0=Perfectly, 1=Somewhat, 2=Not at all",5-15 Meta,How well did you understand this question?,515Meta,1,567,
Meta,Doesn’t seem to understand things that are said to him/her,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,568,
Meta,Has difficulty following long conversations or explanations.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,569,
Meta,Poor comprehension of reading material.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,570,
Meta,Doesn’t “get the point” of what is being said.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,571,
Meta,Doesn’t really understand new learning materials.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,572,
Meta,Difficulty memorizing information.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,573,
Meta,Doesn’t retain facts well.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,574,
Meta,Has poor memory.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,575,
Meta,Forgets things that he/she has just learned.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,576,
Meta,Remembers the main idea but forgets details.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,577,
Meta,Poor attention span.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,578,
Meta,Mind seems to drift or wander when he/she is suppose to concentrate.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,579,
Meta,Does not stay focused on learning material.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,580,
Meta,Easily distracted.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,581,
Meta,Doesn’t listen when others are teaching or talking to him/her.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,582,
Meta,"Has trouble completing work quickly, even when motivated to do well.","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,583,
Meta,Works deliberately and slowly on schoolwork and homework.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,584,
Meta,Writes and/or reads slowly.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,585,
Meta,Needs extra time to complete tests or other work.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,586,
Meta,Is slow to get started on things.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,587,
Meta,Poor organization.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,588,
Meta,"Room, desk, locker, work area, etc. is very messy","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,589,
Meta,Not very good with puzzles or putting things together.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,590,
Meta,Drawing and/or handwriting is poor.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,591,
Meta,Doesn’t pay attention to visual details in the environment.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,592,
Meta,Doesn’t plan ahead.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,593,
Meta,Doesn’t learn from punishment or other past experiences.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,594,
Meta,Has trouble with long assignments or multistep directions.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,595,
Meta,Loses track of step-by-step directions.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,596,
Meta,Doesn’t complete tasks in proper order; Haphazard in approaching problems.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,597,
Meta,Can’t do more than one thing at a time,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,598,
Meta,Gets overwhelmed if required to learn or attend to a lot of information.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,599,
Meta,"If distracted, loses track of what he/she was doing/learning.","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,600,
Meta,Forgets things that he/she knew how to do a few hours or days before.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,601,
Meta,Gets upset or “shuts down” when challenged with learning.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,602,
Meta,Struggles when learning new materials.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,603,
Meta,Does not solve problems independently (needs help on new problems).,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,604,
Meta,"Resists learning anything that is unfamiliar, new, or different","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,605,
Meta,"Has difficulty with new situations, new people, or unfamiliar settings","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,606,
Meta,Avoids new experiences.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,607,
Meta,Math is difficult for him/her.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,608,
Meta,Slow at math.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,609,
Meta,Makes mistakes during arithmetic calculations or counting.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,610,
Meta,Prefers reading and language subjects to math.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,611,
Meta,Takes a long time to learn new mathematics operations or concepts.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,612,
Meta,Reading is slow.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,613,
Meta,Has trouble sounding out new words when reading,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,614,
Meta,Reading is hesitant or choppy; doesn’t read smoothly.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,615,
Meta,Makes mistakes when sounding out or pronouncing words in reading.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,616,
Meta,Skips or mistakes words during reading.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,617,
Meta,Writing is slow.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,618,
Meta,"Written expression is very simple (basic, immature).","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,619,
Meta,"Makes errors in grammar, punctuation, or spelling when writing sentences.","0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,620,
Meta,Has difficulty explaining things or expressing self in writing.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,621,
Meta,Struggles with subjects that require writing.,"0=Perfectly, 1=Somewhat, 2=Not at all",LEAF Meta,How well did you understand this question?,LEAFMeta,1,622,
